"","rules","support","confidence","coverage","lift","count"
"15","{생활수준.변화=그대로,계층의식=빈곤층} => {만족감=불만족}",0.061664332976416,0.328458613629716,0.187738516871208,1.49319122369385,2246
"16","{계층의식=빈곤층,혼인상태=기혼} => {만족감=불만족}",0.0682535760371194,0.34375,0.198555857562529,1.56270672116825,2486
"17","{기부경험=없음,계층의식=빈곤층} => {만족감=불만족}",0.121571534469978,0.358542510121457,0.339071465832029,1.62995429932025,4428
"18","{기억.집중.가능.여부=가능,계층의식=빈곤층} => {만족감=불만족}",0.100540867034566,0.333030192797381,0.301897152897894,1.51397387821505,3662
"19","{자기개발.가능여부=가능,계층의식=빈곤층} => {만족감=불만족}",0.121598989649397,0.341638383215057,0.355928945995662,1.55310719319047,4429
"20","{자기개발.가능여부=가능,생활수준.변화=나빠짐,기부경험=없음} => {만족감=불만족}",0.0553770968893282,0.362118491921005,0.152925349367158,1.64621091253604,2017
"21","{기억.집중.가능.여부=가능,자기개발.가능여부=가능,생활수준.변화=나빠짐} => {만족감=불만족}",0.0560360211953985,0.320962415474131,0.174587485929221,1.4591130877202,2041
"22","{기부경험=없음,계층의식=빈곤층,소득.만족도=불만족} => {만족감=불만족}",0.0739642533563957,0.454070453396258,0.162891579496472,2.06422967099999,2694
"23","{기억.집중.가능.여부=가능,계층의식=빈곤층,소득.만족도=불만족} => {만족감=불만족}",0.0608406775938281,0.429790535298681,0.141558905087445,1.95385180568945,2216
"24","{자기개발.가능여부=가능,계층의식=빈곤층,소득.만족도=불만족} => {만족감=불만족}",0.0743211706888505,0.437459599224305,0.169892650248469,1.98871579911968,2707
"25","{인간관계=보통,기부경험=없음,소득.만족도=불만족} => {만족감=불만족}",0.0548554484803558,0.389018691588785,0.141009801499053,1.76850072438072,1998
"26","{자기개발.가능여부=가능,인간관계=보통,소득.만족도=불만족} => {만족감=불만족}",0.0577382423194136,0.375133785230111,0.153913735826264,1.70537916368401,2103
"27","{기부경험=없음,소득.만족도=불만족,혼인상태=기혼} => {만족감=불만족}",0.0557340142217829,0.353350739773716,0.157730005765588,1.60635222101573,2030
"28","{기억.집중.가능.여부=가능,소득.만족도=불만족,혼인상태=기혼} => {만족감=불만족}",0.0500233369025067,0.311826116720863,0.160420613348708,1.41757896272142,1822
"29","{자기개발.가능여부=가능,소득.만족도=불만족,혼인상태=기혼} => {만족감=불만족}",0.0616368777969964,0.324703500144634,0.189825110507097,1.47612026781927,2245
"30","{기억.집중.가능.여부=가능,기부경험=없음,소득.만족도=불만족} => {만족감=불만족}",0.0757213848392499,0.349645030425964,0.216566455261785,1.58950585911194,2758
"31","{자기개발.가능여부=가능,기부경험=없음,소득.만족도=불만족} => {만족감=불만족}",0.0915081130055185,0.362755768393557,0.252258188507262,1.64910800701429,3333
"32","{기억.집중.가능.여부=가능,자기개발.가능여부=가능,소득.만족도=불만족} => {만족감=불만족}",0.0870054635807045,0.333438552188552,0.260934025203855,1.51583030284119,3169
"33","{인간관계=보통,기부경험=없음,계층의식=빈곤층} => {만족감=불만족}",0.0669906377838179,0.372405372405372,0.179886335557203,1.69297564642048,2440
"34","{기억.집중.가능.여부=가능,인간관계=보통,계층의식=빈곤층} => {만족감=불만족}",0.0543887104302227,0.35349750178444,0.153858825467424,1.60701940932285,1981
"35","{자기개발.가능여부=가능,인간관계=보통,계층의식=빈곤층} => {만족감=불만족}",0.0669357274249787,0.363772008355715,0.184004612470142,1.65372789070646,2438
"36","{생활수준.변화=그대로,기부경험=없음,계층의식=빈곤층} => {만족감=불만족}",0.0562007522719161,0.332845528455285,0.168849353430525,1.51313438379017,2047
"37","{자기개발.가능여부=가능,생활수준.변화=그대로,계층의식=빈곤층} => {만족감=불만족}",0.054635807044999,0.316778096147724,0.172473437113912,1.44009093809143,1990
"38","{기부경험=없음,계층의식=빈곤층,혼인상태=기혼} => {만족감=불만족}",0.059413008264009,0.351812713379938,0.168876808609944,1.59936026702914,2164
"39","{자기개발.가능여부=가능,계층의식=빈곤층,혼인상태=기혼} => {만족감=불만족}",0.0617741536940944,0.332545078332841,0.185761743952997,1.51176852073353,2250
"40","{기억.집중.가능.여부=가능,기부경험=없음,계층의식=빈곤층} => {만족감=불만족}",0.0887351398841391,0.336106489184692,0.26400900529885,1.52795889360635,3232
"41","{자기개발.가능여부=가능,기부경험=없음,계층의식=빈곤층} => {만족감=불만족}",0.107404661889465,0.346562721474132,0.309914065288417,1.57549351026614,3912
"42","{기억.집중.가능.여부=가능,자기개발.가능여부=가능,계층의식=빈곤층} => {만족감=불만족}",0.0976306180160887,0.329717199814557,0.296104110040359,1.4989128268654,3556
"43","{기억.집중.가능.여부=가능,기부경험=없음,계층의식=빈곤층,소득.만족도=불만족} => {만족감=불만족}",0.0537846964829915,0.433119610877736,0.12417977651484,1.96898596942084,1959
"44","{자기개발.가능여부=가능,기부경험=없음,계층의식=빈곤층,소득.만족도=불만족} => {만족감=불만족}",0.065617878812838,0.442920681986657,0.148148148148148,2.01354218671992,2390
"45","{기억.집중.가능.여부=가능,자기개발.가능여부=가능,계층의식=빈곤층,소득.만족도=불만족} => {만족감=불만족}",0.0589462702138758,0.426415094339623,0.138236828377673,1.93850686234799,2147
"46","{자기개발.가능여부=가능,기부경험=없음,소득.만족도=불만족,혼인상태=기혼} => {만족감=불만족}",0.0511215440792906,0.342594296228151,0.149218900145512,1.55745282719894,1862
"47","{기억.집중.가능.여부=가능,자기개발.가능여부=가능,기부경험=없음,소득.만족도=불만족} => {만족감=불만족}",0.0739093429975565,0.347041381977569,0.212969826757818,1.5776695276796,2692
"48","{자기개발.가능여부=가능,인간관계=보통,기부경험=없음,계층의식=빈곤층} => {만족감=불만족}",0.0593306427257502,0.363927248231728,0.16302885539357,1.65443361986323,2161
"49","{기억.집중.가능.여부=가능,자기개발.가능여부=가능,인간관계=보통,계층의식=빈곤층} => {만족감=불만족}",0.0530159514592428,0.351602330662782,0.15078384537243,1.59840385543316,1931
"50","{자기개발.가능여부=가능,기부경험=없음,계층의식=빈곤층,혼인상태=기혼} => {만족감=불만족}",0.0534826895093759,0.340143181421338,0.157235812536035,1.54630992223033,1948
"51","{기억.집중.가능.여부=가능,자기개발.가능여부=가능,기부경험=없음,계층의식=빈곤층} => {만족감=불만족}",0.086154353018697,0.332944297082228,0.258765066029707,1.51358339149101,3138
"52","{기억.집중.가능.여부=가능,자기개발.가능여부=가능,기부경험=없음,계층의식=빈곤층,소득.만족도=불만족} => {만족감=불만족}",0.0521099305383961,0.430190389845875,0.121132251599264,1.95566956681931,1898
