"","rules","support","confidence","coverage","lift","count"
"76","{X=[1,1.94e+03),Exercise=No} => {Drink=high_risk}",0.0309970724987085,0.120562625586068,0.257103495780954,1.08375722411501,180
"77","{X=[1,1.94e+03),Smoke=[0,50]} => {Drink=high_risk}",0.0394351644566902,0.118285123966942,0.333390735319442,1.06328438835299,229
"78","{X=[3.87e+03,5.81e+03],Walking=Yes} => {Drink=high_risk}",0.0118822111245049,0.113486842105263,0.104701222662304,1.02015184536418,69
"79","{X=[3.87e+03,5.81e+03],Sex=male} => {Drink=high_risk}",0.0273807473738591,0.18213058419244,0.150335801618736,1.63720170651006,159
"80","{X=[3.87e+03,5.81e+03],Walking=No} => {Drink=high_risk}",0.0215257447907698,0.0941265060240964,0.228689512657138,0.846118607557164,125
"81","{X=[3.87e+03,5.81e+03],Exercise=No} => {Drink=high_risk}",0.0242810401239883,0.0894102726696259,0.271568796280351,0.80372361206272,141
"82","{X=[3.87e+03,5.81e+03],Smoke=[0,50]} => {Drink=high_risk}",0.0334079559152747,0.100206611570248,0.333390735319442,0.900773673975897,194
"83","{Age=[62,80],Sex=male} => {Drink=high_risk}",0.0184260375408989,0.122146118721461,0.150852419493715,1.0979915037392,107
"84","{Sex=male,Walking=Yes} => {Drink=high_risk}",0.0280695712071638,0.169968717413973,0.165145514034786,1.52787669043799,163
"85","{Walking=Yes,High_blood_pressure=normal} => {Drink=high_risk}",0.0137764766660926,0.0829875518672199,0.166006543826416,0.745988720886913,80
"86","{Walking=Yes,Exercise=No} => {Drink=high_risk}",0.0254864818322714,0.102351313969571,0.249009815739625,0.920052755760526,148
"87","{Smoke=[0,50],Walking=Yes} => {Drink=high_risk}",0.0399517823316687,0.110318592486923,0.36214913035991,0.991671929677344,232
"88","{Sex=male,High_blood_pressure=normal} => {Drink=high_risk}",0.0211813328741174,0.129610115911486,0.163423454451524,1.16508659922291,123
"89","{Sex=male,Walking=No} => {Drink=high_risk}",0.0578612019975891,0.205003050640635,0.282245565696573,1.84280606048013,336
"90","{Sex=male,Exercise=No} => {Drink=high_risk}",0.0640606164973308,0.20327868852459,0.315136903736869,1.82730548647414,372
"91","{Sex=male,Smoke=[0,50]} => {Drink=high_risk}",0.0859307732047529,0.192070823710547,0.447391079731359,1.72655615059929,499
"92","{Walking=No,Exercise=No} => {Drink=high_risk}",0.0597554675391769,0.110721123165284,0.539693473394179,0.995290343995053,347
"93","{Smoke=[0,50],Walking=No} => {Drink=high_risk}",0.0712932667470294,0.111771058315335,0.63785086964009,1.00472838333924,414
"94","{Smoke=[0,50],Exercise=No} => {Drink=high_risk}",0.0852419493714483,0.108078602620087,0.788703289133804,0.971536293211838,495
"95","{Age=[44,62),Exercise=Yes,High_blood_pressure=danger} => {Drink=high_risk}",0.00292750129154469,0.147826086956522,0.0198036852075082,1.32883295194508,17
"96","{Age=[19,44),Exercise=Yes,High_blood_pressure=danger} => {Drink=high_risk}",0.00309970724987085,0.126760563380282,0.0244532460823144,1.13947150394628,18
"97","{X=[1.94e+03,3.87e+03),Exercise=Yes,High_blood_pressure=danger} => {Drink=high_risk}",0.00172205958326158,0.087719298245614,0.019631479249182,0.788523165498886,10
"98","{X=[1,1.94e+03),Exercise=Yes,High_blood_pressure=danger} => {Drink=high_risk}",0.00223867745824005,0.1015625,0.0220423626657482,0.91296197755418,13
"99","{X=[3.87e+03,5.81e+03],Exercise=Yes,High_blood_pressure=danger} => {Drink=high_risk}",0.00258308937489237,0.142857142857143,0.0180816256242466,1.28416629809819,15
"100","{Walking=Yes,Exercise=Yes,High_blood_pressure=danger} => {Drink=high_risk}",0.00361632512484932,0.109947643979058,0.0328913380402962,0.988337412672426,21
"101","{Sex=male,Exercise=Yes,High_blood_pressure=danger} => {Drink=high_risk}",0.00585500258308938,0.136,0.0430514895815395,1.22252631578947,34
"102","{Walking=No,Exercise=Yes,High_blood_pressure=danger} => {Drink=high_risk}",0.00292750129154469,0.108974358974359,0.0268641294988807,0.979588394062078,17
"103","{Smoke=[0,50],Exercise=Yes,High_blood_pressure=danger} => {Drink=high_risk}",0.00654382641639401,0.109510086455331,0.0597554675391768,0.984404136294287,38
"104","{Age=[44,62),Exercise=Yes,High_blood_pressure=diagnosed} => {Drink=high_risk}",0.003271913208197,0.218390804597701,0.0149819183743758,1.9631507775524,19
"105","{Age=[19,44),Exercise=Yes,High_blood_pressure=diagnosed} => {Drink=high_risk}",0.0020664714999139,0.315789473684211,0.00654382641639401,2.83868339579599,12
"106","{X=[1.94e+03,3.87e+03),Exercise=Yes,High_blood_pressure=diagnosed} => {Drink=high_risk}",0.003271913208197,0.188118811881188,0.017392801790942,1.69103086779266,19
"107","{X=[1,1.94e+03),Exercise=Yes,High_blood_pressure=diagnosed} => {Drink=high_risk}",0.00275529533321853,0.177777777777778,0.0154985362493542,1.59807361541108,16
"108","{X=[3.87e+03,5.81e+03],Exercise=Yes,High_blood_pressure=diagnosed} => {Drink=high_risk}",0.00292750129154469,0.191011235955056,0.0153263302910281,1.71703134240095,17
"109","{Age=[62,80],Exercise=Yes,High_blood_pressure=diagnosed} => {Drink=high_risk}",0.00361632512484932,0.135483870967742,0.0266919235405545,1.2178867472286,21
"110","{Walking=Yes,Exercise=Yes,High_blood_pressure=diagnosed} => {Drink=high_risk}",0.00482176683313243,0.186666666666667,0.0258308937489237,1.67797729618163,28
"111","{Sex=male,Exercise=Yes,High_blood_pressure=diagnosed} => {Drink=high_risk}",0.00809368004132943,0.241025641025641,0.0335801618736008,2.16661903627848,47
"112","{Walking=No,Exercise=Yes,High_blood_pressure=diagnosed} => {Drink=high_risk}",0.00413294299982779,0.184615384615385,0.0223867745824005,1.65953798523458,24
"113","{Smoke=[0,50],Exercise=Yes,High_blood_pressure=diagnosed} => {Drink=high_risk}",0.00895470983296022,0.185714285714286,0.0482176683313243,1.66941618752764,52
"114","{X=[1.94e+03,3.87e+03),Age=[44,62),Exercise=Yes} => {Drink=high_risk}",0.00275529533321853,0.128,0.0215257447907698,1.15061300309598,16
"115","{X=[1,1.94e+03),Age=[44,62),Exercise=Yes} => {Drink=high_risk}",0.00275529533321853,0.137931034482759,0.0199758911658343,1.23988470161204,16
"116","{X=[3.87e+03,5.81e+03],Age=[44,62),Exercise=Yes} => {Drink=high_risk}",0.00396073704150164,0.186991869918699,0.0211813328741174,1.68090060157568,23
"117","{Age=[44,62),Walking=Yes,Exercise=Yes} => {Drink=high_risk}",0.00516617874978474,0.164835164835165,0.0313414844153608,1.48173034395945,30
"118","{Age=[44,62),Sex=male,Exercise=Yes} => {Drink=high_risk}",0.00809368004132943,0.211711711711712,0.0382297227484071,1.90311131565002,47
"119","{Age=[44,62),Exercise=Yes,High_blood_pressure=normal} => {Drink=high_risk}",0.003271913208197,0.117283950617284,0.0278973652488376,1.0542846768337,19
"120","{Age=[44,62),Walking=No,Exercise=Yes} => {Drink=high_risk}",0.00430514895815395,0.137362637362637,0.0313414844153608,1.23477528663287,25
"121","{Age=[44,62),Smoke=[0,50],Exercise=Yes} => {Drink=high_risk}",0.0094713277079387,0.151098901098901,0.0626829688307216,1.35825281529616,55
"122","{X=[1.94e+03,3.87e+03),Age=[19,44),Exercise=Yes} => {Drink=high_risk}",0.00361632512484932,0.115384615384615,0.0313414844153608,1.03721124077161,21
"123","{X=[1,1.94e+03),Age=[19,44),Exercise=Yes} => {Drink=high_risk}",0.00413294299982779,0.132596685082873,0.0311692784570346,1.19193335956075,24
"124","{X=[3.87e+03,5.81e+03],Age=[19,44),Exercise=Yes} => {Drink=high_risk}",0.00344411916652316,0.15748031496063,0.0218701567074221,1.4156163916043,20
"125","{Age=[19,44),Walking=Yes,Exercise=Yes} => {Drink=high_risk}",0.00688823833304632,0.15625,0.0440847253314965,1.40455688854489,40
"126","{Age=[19,44),Sex=male,Exercise=Yes} => {Drink=high_risk}",0.0086102979163079,0.166666666666667,0.0516617874978474,1.49819401444788,50
"127","{Age=[19,44),Exercise=Yes,High_blood_pressure=normal} => {Drink=high_risk}",0.00602720854141553,0.112903225806452,0.053383847081109,1.0149056226905,35
"128","{Age=[19,44),Walking=No,Exercise=Yes} => {Drink=high_risk}",0.00430514895815395,0.106837606837607,0.040296194248321,0.960380778492234,25
"129","{Age=[19,44),Smoke=[0,50],Exercise=Yes} => {Drink=high_risk}",0.0111933872912003,0.13265306122449,0.0843809195798175,1.19244013394832,65
"130","{X=[1.94e+03,3.87e+03),Age=[62,80],Exercise=Yes} => {Drink=high_risk}",0.0020664714999139,0.101694915254237,0.0203203030824867,0.914152280002099,12
"131","{X=[1.94e+03,3.87e+03),Walking=Yes,Exercise=Yes} => {Drink=high_risk}",0.00482176683313243,0.12962962962963,0.0371964869984501,1.16526201123724,28
"132","{X=[1.94e+03,3.87e+03),Sex=male,Exercise=Yes} => {Drink=high_risk}",0.00671603237472017,0.146067415730337,0.0459789908730842,1.31302396771837,39
"133","{X=[1.94e+03,3.87e+03),Exercise=Yes,High_blood_pressure=normal} => {Drink=high_risk}",0.00344411916652316,0.0952380952380952,0.0361632512484932,0.856110865398791,20
"134","{X=[1.94e+03,3.87e+03),Walking=No,Exercise=Yes} => {Drink=high_risk}",0.00361632512484932,0.100478468899522,0.035991045290167,0.903217444116906,21
"135","{X=[1.94e+03,3.87e+03),Smoke=[0,50],Exercise=Yes} => {Drink=high_risk}",0.00843809195798175,0.115294117647059,0.0731875322886172,1.03639774175924,49
"136","{X=[1,1.94e+03),Walking=Yes,Exercise=Yes} => {Drink=high_risk}",0.00430514895815395,0.100806451612903,0.0427070776648872,0.906165734545091,25
"137","{X=[1,1.94e+03),Sex=male,Exercise=Yes} => {Drink=high_risk}",0.0074048562080248,0.165384615384615,0.0447735491648011,1.48666944510598,43
"138","{X=[1,1.94e+03),Exercise=Yes,High_blood_pressure=normal} => {Drink=high_risk}",0.00344411916652316,0.0888888888888889,0.0387463406233856,0.799036807705538,20
"139","{X=[1,1.94e+03),Walking=No,Exercise=Yes} => {Drink=high_risk}",0.00413294299982779,0.123076923076923,0.0335801618736008,1.10635865682305,24
"140","{X=[1,1.94e+03),Smoke=[0,50],Exercise=Yes} => {Drink=high_risk}",0.00843809195798175,0.110609480812641,0.076287239538488,0.994286772568122,49
"141","{X=[3.87e+03,5.81e+03],Age=[62,80],Exercise=Yes} => {Drink=high_risk}",0.00172205958326158,0.0917431192660551,0.0187704494575512,0.824693952907092,10
"142","{X=[3.87e+03,5.81e+03],Walking=Yes,Exercise=Yes} => {Drink=high_risk}",0.0053383847081109,0.160621761658031,0.0332357499569485,1.44385537143682,31
"143","{X=[3.87e+03,5.81e+03],Sex=male,Exercise=Yes} => {Drink=high_risk}",0.00774926812467711,0.186721991701245,0.0415016359566041,1.67847462199556,45
"144","{X=[3.87e+03,5.81e+03],Exercise=Yes,High_blood_pressure=normal} => {Drink=high_risk}",0.00361632512484932,0.127272727272727,0.0284139831238161,1.14407542921475,21
"145","{X=[3.87e+03,5.81e+03],Walking=No,Exercise=Yes} => {Drink=high_risk}",0.00378853108317548,0.132530120481928,0.0285861890821422,1.19133499944049,22
"146","{X=[3.87e+03,5.81e+03],Smoke=[0,50],Exercise=Yes} => {Drink=high_risk}",0.00912691579128638,0.147632311977716,0.0618219390390908,1.3270910768647,53
"147","{Age=[62,80],Sex=male,Exercise=Yes} => {Drink=high_risk}",0.00516617874978474,0.121951219512195,0.0423626657482349,1.09623952276674,30
"148","{Age=[62,80],Walking=No,Exercise=Yes} => {Drink=high_risk}",0.00292750129154469,0.11038961038961,0.0265197175822283,0.99231032125769,17
"149","{Age=[62,80],Smoke=[0,50],Exercise=Yes} => {Drink=high_risk}",0.0053383847081109,0.0831099195710456,0.064232822455657,0.747088704255513,31
"150","{Sex=male,Walking=Yes,Exercise=Yes} => {Drink=high_risk}",0.0113655932495264,0.163366336633663,0.0695712071637679,1.468526806241,66
"151","{Walking=Yes,Exercise=Yes,High_blood_pressure=normal} => {Drink=high_risk}",0.00602720854141553,0.110759493670886,0.054417082831066,0.995635262765999,35
"152","{Smoke=[0,50],Walking=Yes,Exercise=Yes} => {Drink=high_risk}",0.0144653004993973,0.127853881278539,0.113139314620286,1.14929951793262,84
"153","{Sex=male,Exercise=Yes,High_blood_pressure=normal} => {Drink=high_risk}",0.00792147408300327,0.142414860681115,0.0556225245393491,1.28019055104525,46
"154","{Sex=male,Walking=No,Exercise=Yes} => {Drink=high_risk}",0.0105045634578956,0.167582417582418,0.0626829688307216,1.5064258496921,61
"155","{Sex=male,Smoke=[0,50],Exercise=Yes} => {Drink=high_risk}",0.0218701567074221,0.165364583333333,0.132254175994489,1.48648937371001,127
"156","{Walking=No,Exercise=Yes,High_blood_pressure=normal} => {Drink=high_risk}",0.00447735491648011,0.0915492957746479,0.0489064921646289,0.822951641738979,26
"157","{Smoke=[0,50],Exercise=Yes,High_blood_pressure=normal} => {Drink=high_risk}",0.0105045634578956,0.101666666666667,0.103323574995695,0.91389834881321,61
"158","{Smoke=[0,50],Walking=No,Exercise=Yes} => {Drink=high_risk}",0.0115377992078526,0.117543859649123,0.0981573962459101,1.05662104176851,67
"159","{X=[1.94e+03,3.87e+03),Age=[44,62),High_blood_pressure=danger} => {Drink=high_risk}",0.00396073704150164,0.129943502824859,0.03048045462373,1.16808346889157,23
"160","{X=[1,1.94e+03),Age=[44,62),High_blood_pressure=danger} => {Drink=high_risk}",0.00499397279145858,0.176829268292683,0.0282417771654899,1.58954730801178,29
"161","{X=[3.87e+03,5.81e+03],Age=[44,62),High_blood_pressure=danger} => {Drink=high_risk}",0.00568279662476322,0.170103092783505,0.0334079559152747,1.52908461268392,33
"162","{Age=[44,62),Walking=Yes,High_blood_pressure=danger} => {Drink=high_risk}",0.0053383847081109,0.155778894472362,0.0342689857069055,1.40032204365481,31
"163","{Age=[44,62),Sex=male,High_blood_pressure=danger} => {Drink=high_risk}",0.0123988289994834,0.274809160305344,0.0451179610814534,2.47030463450949,72
"164","{Age=[44,62),Walking=No,High_blood_pressure=danger} => {Drink=high_risk}",0.00929912174961254,0.160714285714286,0.0578612019975891,1.44468708536046,54
"165","{Age=[44,62),Exercise=No,High_blood_pressure=danger} => {Drink=high_risk}",0.0117100051661788,0.161904761904762,0.0723265024969864,1.45538847117795,68
"166","{Age=[44,62),Smoke=[0,50],High_blood_pressure=danger} => {Drink=high_risk}",0.0146375064577234,0.158878504672897,0.0921301877044946,1.42818494835219,85
"167","{X=[1.94e+03,3.87e+03),Age=[19,44),High_blood_pressure=danger} => {Drink=high_risk}",0.00482176683313243,0.148936170212766,0.0323747201653177,1.33881167248534,28
"168","{X=[1,1.94e+03),Age=[19,44),High_blood_pressure=danger} => {Drink=high_risk}",0.0053383847081109,0.175141242937853,0.03048045462373,1.57437337111473,31
"169","{X=[3.87e+03,5.81e+03],Age=[19,44),High_blood_pressure=danger} => {Drink=high_risk}",0.00551059066643706,0.206451612903226,0.0266919235405545,1.85582742434835,32
"170","{Age=[19,44),Walking=Yes,High_blood_pressure=danger} => {Drink=high_risk}",0.00619941449974169,0.173913043478261,0.0356466333735147,1.56333288464127,36
"171","{Age=[19,44),Sex=male,High_blood_pressure=danger} => {Drink=high_risk}",0.0125710349578095,0.210374639769452,0.0597554675391769,1.89109215656534,73
"172","{Age=[19,44),Sex=female,High_blood_pressure=danger} => {Drink=high_risk}",0.00309970724987085,0.104046242774566,0.0297916307904253,0.935288748903882,18
"173","{Age=[19,44),Walking=No,High_blood_pressure=danger} => {Drink=high_risk}",0.0094713277079387,0.175718849840256,0.0539004649560875,1.57956557433803,55
"174","{Age=[19,44),Exercise=No,High_blood_pressure=danger} => {Drink=high_risk}",0.0125710349578095,0.193121693121693,0.0650938522472878,1.73600258816977,73
"175","{Age=[19,44),Smoke=[0,50],High_blood_pressure=danger} => {Drink=high_risk}",0.0156707422076804,0.175,0.0895470983296022,1.57310371517028,91
"176","{X=[1.94e+03,3.87e+03),Walking=Yes,High_blood_pressure=danger} => {Drink=high_risk}",0.00396073704150164,0.116161616161616,0.0340967797485793,1.04419582825156,23
"177","{X=[1.94e+03,3.87e+03),Sex=male,High_blood_pressure=danger} => {Drink=high_risk}",0.0086102979163079,0.185873605947955,0.0463234027897365,1.67084834325043,50
"178","{X=[1.94e+03,3.87e+03),Walking=No,High_blood_pressure=danger} => {Drink=high_risk}",0.00619941449974169,0.120805369127517,0.0513173755811951,1.08593928564008,36
"179","{X=[1.94e+03,3.87e+03),Exercise=No,High_blood_pressure=danger} => {Drink=high_risk}",0.00843809195798175,0.128272251308901,0.0657826760805924,1.1530603147845,49
"180","{X=[1.94e+03,3.87e+03),Smoke=[0,50],High_blood_pressure=danger} => {Drink=high_risk}",0.0101601515412433,0.118951612903226,0.0854141553297744,1.06927556676321,59
"181","{X=[1,1.94e+03),Walking=Yes,High_blood_pressure=danger} => {Drink=high_risk}",0.00464956087480627,0.129186602870813,0.035991045290167,1.16127957100745,27
"182","{X=[1,1.94e+03),Sex=male,High_blood_pressure=danger} => {Drink=high_risk}",0.00929912174961254,0.206106870229008,0.0451179610814534,1.85272847588212,54
"183","{X=[1,1.94e+03),Walking=No,High_blood_pressure=danger} => {Drink=high_risk}",0.00688823833304632,0.14760147601476,0.0466678147063888,1.32681388733392,40
"184","{X=[1,1.94e+03),Exercise=No,High_blood_pressure=danger} => {Drink=high_risk}",0.00929912174961254,0.153409090909091,0.0606164973308077,1.37901949057135,54
